base|N BC|Fournisseur|Dscription|FreeTxt|Pole Support|Comments|Qte Cmd|PU|Remise|Total|Total Ap Rem|N RC|Qte Rec|
AM_PROINVEST|24000093|GSIOG|Produit laboratoire|Boite des roches sédimentaires (boite en bois)|PS08|MP:50% Avance/50% Aprés 30 jours.-Pour les classes SVT Basé sur Demande d&#039;achat 24000080.|1.00|96.00|0.00|96.00|96.00|||
AM_PROINVEST|24000094|BERMUDES FOURNITURE|Fourniture|dossiers scolaire|PS08|Pour le projet éco-école Basé sur Demande d&#039;achat 24000052.|100.00|1.68|0.00|168.00|168.00|24000087|100.00|
AM_PROINVEST|24000094|BERMUDES FOURNITURE|Fourniture|Livret médical scolaire|PS08|Pour le projet éco-école Basé sur Demande d&#039;achat 24000052.|100.00|4.56|0.00|456.00|456.00|24000087|100.00|
AM_PROINVEST|24000095|BEST INFO TECH|Fourniture|1 grand rouleau papier KRAFT marron|PS08|Pour le projet éco-école Basé sur Demande d&#039;achat 24000052.|1.00|984.00|0.00|984.00|984.00|||
AM_PROINVEST|24000095|BEST INFO TECH|Fourniture|Marqueur noir pour calligraphie arabe|PS08|Pour le projet éco-école Basé sur Demande d&#039;achat 24000052.|2.00|10.20|0.00|20.40|20.40|||
AM_PROINVEST|24000095|BEST INFO TECH|Fourniture|Paillette|PS08|Pour le projet éco-école Basé sur Demande d&#039;achat 24000052.|2.00|168.00|0.00|336.00|336.00|||
AM_PROINVEST|24000095|BEST INFO TECH|Fourniture|Scotch transparent|PS08|Pour le projet éco-école Basé sur Demande d&#039;achat 24000052.|8.00|13.20|0.00|105.60|105.60|||
AM_PROINVEST|24000095|BEST INFO TECH|Fourniture|Scotch couleur divers|PS08|Pour le projet éco-école Basé sur Demande d&#039;achat 24000052.|8.00|9.00|0.00|72.00|72.00|||
AM_PROINVEST|24000095|BEST INFO TECH|Fourniture|Ruban satiné (rouge-vert-bleu-blanc-marron)|PS08|Pour le projet éco-école Basé sur Demande d&#039;achat 24000052.|5.00|36.00|0.00|180.00|180.00|||
AM_PROINVEST|24000095|BEST INFO TECH|Fourniture|Grand rouleau papier cellophane|PS08|Pour le projet éco-école Basé sur Demande d&#039;achat 24000052.|2.00|264.00|0.00|528.00|528.00|||
AM_PROINVEST|24000095|BEST INFO TECH|Fourniture|Carton|PS08|Pour le projet éco-école Basé sur Demande d&#039;achat 24000052.|20.00|14.40|0.00|288.00|288.00|||
AM_PROINVEST|24000097|STE AUDACE AUTO|Reparation|et entretien:Moteur thermique:kit de distribution Gates/Pompe a Eau airtex/|PS08|SALAH ESSARAOUI;Matricule:29152-B-7 Basé sur Demande d&#039;achat 24000096.|1.00|1951.10|0.00|1951.10|1951.10|24000082|1.00|
AM_PROINVEST|24000097|STE AUDACE AUTO|Plaquettes|et disque|PS08|SALAH ESSARAOUI;Matricule:29152-B-7 Basé sur Demande d&#039;achat 24000096.|1.00|1653.06|31.51|1653.06|1132.17|24000082|1.00|
AM_PROINVEST|24000098|ASSURANCES GRAS SAVOYE MAROC|Assurance AT||PS08|ASSURANCE  ACCIDENTS  DU TRAVAIL  DU 01/01/2020 AU  31/12/2020 de  3 854,46  DHS Basé sur Demande d&#039;achat 24000098.|1.00|3854.46|0.00|3854.46|3854.46|24000085|1.00|
AM_PROINVEST|24000099|ASSURANCES GRAS SAVOYE MAROC|Assurance AT||PS08|ASSURANCE ACCIDENTS DE TRAVAIL DU 01/01/2021  AU  31/12/2021  de  15 425,00 DHS Basé sur Demande d&#039;achat 24000099.|1.00|15425.00|0.00|15425.00|15425.00|24000084|1.00|
AM_PROINVEST|24000100|WAFA IMA ASSISTANCE|Assurances multirisque||PS08|ASSURANCE WAFA IMA  ASSISTANCE : GROUPE SCOLAIRE MFADEL KAMAL de 14 128,04 dhs. Basé sur Demande d&#039;achat 24000097.|1.00|14128.04|0.00|14128.04|14128.04|24000083|1.00|
AM_PROINVEST|24000101|ASK ASSURANCE|Assurance AT||PS08|Assurance  Régularisation Accidents du  Travail    2021    du  01/01/2021   au   31/12/2021 de  7 882,17  dhs Basé sur Demande d&#039;achat 24000111.|1.00|7882.17|0.00|7882.17|7882.17|24000095|1.00|
AM_PROINVEST|24000102|Dr YASMINA BOUIZKRI|Honoraires des services|Avril 2024|PS08|Médecin de travail Basé sur Demande d&#039;achat 24000100.|1.00|4000.00|0.00|4000.00|4000.00|24000093|1.00|
AM_PROINVEST|24000103|QILACH HOUCINE|Prestation de service|Avril 2024||PAIE AVRIL 2024 QILACH HOUCINE Basé sur Demande d&#039;achat 24000101.|1.00|7500.00|0.00|7500.00|7500.00|24000094|1.00|
AM_PROINVEST|24000104|NIYA HICHAM|Prestation de service|||PAIE AVRIL 2024 NIYA HICHAM Basé sur Demande d&#039;achat 24000102.|1.00|900.00|0.00|900.00|900.00|24000092|1.00|
AM_PROINVEST|24000105|KOURBANI HASSAN|Prestation de service|||PAIE AVRIL 2024 KOURBANI HASSAN Basé sur Demande d&#039;achat 24000103.|1.00|5000.00|0.00|5000.00|5000.00|24000091|1.00|
AM_PROINVEST|24000106|SALAH NAJIB|Prestation de service|||PAIE AVRIL 2024 NAJIB SALAH Basé sur Demande d&#039;achat 24000104.|1.00|4000.00|0.00|4000.00|4000.00|24000090|1.00|
AM_PROINVEST|24000107|EL HAMRI LARBI|Prestation de service||PS08|PAIE AVRIL 2024 LHAMRI LARBI Basé sur Demande d&#039;achat 24000105.|1.00|3300.00|0.00|3300.00|3300.00|24000089|1.00|
AM_PROINVEST|24000108|ABOUSAID OTHMANE|Prestation de service||PS08|PAIE MARS 2024ABOUSAID OTHMANE Basé sur Demande d&#039;achat 24000106.|1.00|4050.00|0.00|4050.00|4050.00|24000097|1.00|
AM_PROINVEST|24000109|ABOUSAID OTHMANE|Prestation de service||PS08|PAIE AVRIL 2024ABOUSAID OTHMANE Basé sur Demande d&#039;achat 24000107.|1.00|2850.00|0.00|2850.00|2850.00|24000096|1.00|
AM_PROINVEST|24000110|OMEGA CHRONO|Reparation|Vérification après installation|PS08|Véhicule HYUNDAI 13221.b.7 Basé sur Demande d&#039;achat 24000112.|1.00|720.00|0.00|720.00|720.00|||
AM_PROINVEST|24000110|OMEGA CHRONO|Reparation|Vérification première|PS08|Véhicule HYUNDAI 13221.b.7 Basé sur Demande d&#039;achat 24000112.|1.00|240.00|0.00|240.00|240.00|||
AM_PROINVEST|24000110|OMEGA CHRONO|Reparation|Tachygraphe sara électronique 12V|PS08|Véhicule HYUNDAI 13221.b.7 Basé sur Demande d&#039;achat 24000112.|1.00|4800.00|0.00|4800.00|4800.00|23000005|1.00|
AM_PROINVEST|24000111|ATTAR OMAR|Prestation de service|Déclaration d&#039;impôts||PAIE AVRIL 2024 ATTAR OMAR Basé sur Demande d&#039;achat 24000113.|1.00|1264.90|0.00|1264.90|1264.90|||
AM_PROINVEST|24000111|ATTAR OMAR|Prestation de service|||PAIE AVRIL 2024 ATTAR OMAR Basé sur Demande d&#039;achat 24000113.|1.00|5000.00|0.00|5000.00|5000.00|||
AM_PROINVEST|24000112|RIMOTEX|Fourniture|Coupe moyenne avec gravure||Pour tournoi 19/05/2024 Basé sur Demande d&#039;achat 24000114.|2.00|172.80|0.00|345.60|345.60|24000100|2.00|
AM_PROINVEST|24000112|RIMOTEX|Fourniture|Coupe grande avec gravure||Pour tournoi 19/05/2024 Basé sur Demande d&#039;achat 24000114.|2.00|216.00|0.00|432.00|432.00|24000100|2.00|
AM_PROINVEST|24000112|RIMOTEX|Fourniture|Médaille argenté avec impression||Pour tournoi 19/05/2024 Basé sur Demande d&#039;achat 24000114.|40.00|28.80|0.00|1152.00|1152.00|24000100|40.00|
AM_PROINVEST|24000112|RIMOTEX|Fourniture|Médaille bronze avec impression||Pour tournoi 19/05/2024 Basé sur Demande d&#039;achat 24000114.|40.00|28.80|0.00|1152.00|1152.00|24000100|40.00|
AM_PROINVEST|24000112|RIMOTEX|Fourniture|Tenue sportive avec logo école 12 ans à 18 ans||Pour tournoi 19/05/2024 Basé sur Demande d&#039;achat 24000114.|40.00|72.00|0.00|2880.00|2880.00|24000100|40.00|
AM_PROINVEST|24000112|RIMOTEX|Fourniture|Tenue sportive avec logo école 6ans à 12 ans||Pour tournoi 19/05/2024 Basé sur Demande d&#039;achat 24000114.|30.00|60.00|0.00|1800.00|1800.00|24000100|30.00|
AM_PROINVEST|24000113|MFI Maroc SARL|Location Photocopieur|TASKalfa 3010i|PS08|LOCATION FEVRIER 2024 Basé sur Demande d&#039;achat 24000116.|1.00|1200.00|0.00|1200.00|1200.00|||
AM_PROINVEST|24000114|MFI Maroc SARL|Location Photocopieur|TASKalfa 3010i|PS08|LOCATION MARS 2024 Basé sur Demande d&#039;achat 24000115.|1.00|1200.00|0.00|1200.00|1200.00|||
AM_PROINVEST|24000114|MFI Maroc SARL|Photocopie||PS08|LOCATION MARS 2024 Basé sur Demande d&#039;achat 24000115.|19608.00|0.07|0.00|1529.42|1529.42|||
AM_PROINVEST|24000115|BEST INFO TECH|Toner|CF530A|PS08|1) Imprimante HP LASER PRO4003 Mme Houda BENTAJER.2) Les CF pour l&#039;imprimante du sce pédagogique.3) Imprimante Mme Leila SADIR Basé sur Demande d&#039;achat 24000108.|2.00|708.00|2.47|1416.00|1380.89|24000114|2.00|
AM_PROINVEST|24000115|BEST INFO TECH|Toner|CF531A|PS08|1) Imprimante HP LASER PRO4003 Mme Houda BENTAJER.2) Les CF pour l&#039;imprimante du sce pédagogique.3) Imprimante Mme Leila SADIR Basé sur Demande d&#039;achat 24000108.|2.00|778.79|4.27|1557.60|1490.97|24000114|2.00|
AM_PROINVEST|24000115|BEST INFO TECH|Toner|CF532A|PS08|1) Imprimante HP LASER PRO4003 Mme Houda BENTAJER.2) Les CF pour l&#039;imprimante du sce pédagogique.3) Imprimante Mme Leila SADIR Basé sur Demande d&#039;achat 24000108.|2.00|778.79|4.27|1557.60|1490.97|24000114|2.00|
AM_PROINVEST|24000115|BEST INFO TECH|Toner|CF533A|PS08|1) Imprimante HP LASER PRO4003 Mme Houda BENTAJER.2) Les CF pour l&#039;imprimante du sce pédagogique.3) Imprimante Mme Leila SADIR Basé sur Demande d&#039;achat 24000108.|2.00|778.79|4.27|1557.60|1490.97|24000114|2.00|
AM_PROINVEST|24000116|OUSSAAD NEGOCE|Toner|CE285A|PS08|1) Imprimante HP LASER PRO4003 Mme Houda BENTAJER.2) Les CF pour l&#039;imprimante du sce pédagogique.3) Imprimante Mme Leila SADIR Basé sur Demande d&#039;achat 24000108.|2.00|1020.00|0.00|2040.00|2040.00|||
AM_PROINVEST|24000116|OUSSAAD NEGOCE|Toner|W1510A/151A|PS08|1) Imprimante HP LASER PRO4003 Mme Houda BENTAJER.2) Les CF pour l&#039;imprimante du sce pédagogique.3) Imprimante Mme Leila SADIR Basé sur Demande d&#039;achat 24000108.|2.00|1488.00|3.12|2976.00|2883.00|||
AM_PROINVEST|24000117|MFI Maroc SARL|Photocopie||PS08|LOCATION AVRIL 2024 Basé sur Demande d&#039;achat 24000118.|26670.00|0.07|0.00|2080.26|2080.26|||
AM_PROINVEST|24000117|MFI Maroc SARL|Location Photocopieur|TASKalfa 3010i|PS08|LOCATION AVRIL 2024 Basé sur Demande d&#039;achat 24000118.|1.00|1200.00|0.00|1200.00|1200.00|||
AM_PROINVEST|24000118|YEVENTS|Prestation de service|Location ECRAN LED de 5m/3 (15m²) avec systeme de suspension en fond de scene|PS02|Animation fin d&#039;année 2023-2024 Basé sur Demande d&#039;achat 24000117.|15.00|1200.00|0.00|18000.00|18000.00|24000113|15.00|
AM_PROINVEST|24000118|YEVENTS|Prestation de service|Sonorisation et éclairage|PS02|Animation fin d&#039;année 2023-2024 Basé sur Demande d&#039;achat 24000117.|1.00|14400.00|0.00|14400.00|14400.00|24000113|1.00|
AM_PROINVEST|24000118|YEVENTS|Prestation de service|Animateur micro pro|PS02|Animation fin d&#039;année 2023-2024 Basé sur Demande d&#039;achat 24000117.|1.00|2400.00|0.00|2400.00|2400.00|24000113|1.00|
AM_PROINVEST|24000118|YEVENTS|Prestation de service|Disc Jockey|PS02|Animation fin d&#039;année 2023-2024 Basé sur Demande d&#039;achat 24000117.|1.00|1800.00|0.00|1800.00|1800.00|24000113|1.00|
AM_PROINVEST|24000118|YEVENTS|Prestation de service|Troupe de Batucada|PS02|Animation fin d&#039;année 2023-2024 Basé sur Demande d&#039;achat 24000117.|1.00|3600.00|0.00|3600.00|3600.00|24000113|1.00|
AM_PROINVEST|24000118|YEVENTS|Prestation de service|Cameraman + Photographe album photo en USB + BEST OFF de la journée|PS02|Animation fin d&#039;année 2023-2024 Basé sur Demande d&#039;achat 24000117.|1.00|3600.00|0.00|3600.00|3600.00|24000113|1.00|
AM_PROINVEST|24000119|OUFKIR SAID|Reparation|Carte mère caméra IP|PS08|Maintenance caméra + éléctricité ECOLE Basé sur Demande d&#039;achat 24000120.|4.00|200.00|0.00|800.00|800.00|||
AM_PROINVEST|24000119|OUFKIR SAID|Fourniture|LA PLANTE 16/40|PS08|Maintenance caméra + éléctricité ECOLE Basé sur Demande d&#039;achat 24000120.|2.00|18.00|0.00|36.00|36.00|||
AM_PROINVEST|24000119|OUFKIR SAID|Cable|Cable reseau CAT 6|PS08|Maintenance caméra + éléctricité ECOLE Basé sur Demande d&#039;achat 24000120.|1.00|210.00|0.00|210.00|210.00|||
AM_PROINVEST|24000119|OUFKIR SAID|Fourniture|Boite alimentation 20 AMER|PS08|Maintenance caméra + éléctricité ECOLE Basé sur Demande d&#039;achat 24000120.|1.00|300.00|0.00|300.00|300.00|||
AM_PROINVEST|24000119|OUFKIR SAID|Fourniture|SWITCH 8 PORT|PS08|Maintenance caméra + éléctricité ECOLE Basé sur Demande d&#039;achat 24000120.|1.00|120.00|0.00|120.00|120.00|||
AM_PROINVEST|24000119|OUFKIR SAID|Maintenance|&amp; Programmation des caméras de l&#039;école + transport|PS08|Maintenance caméra + éléctricité ECOLE Basé sur Demande d&#039;achat 24000120.|1.00|1300.00|0.00|1300.00|1300.00|||
AM_PROINVEST|24000119|OUFKIR SAID|Lampe|3 D LED 18|PS08|Maintenance caméra + éléctricité ECOLE Basé sur Demande d&#039;achat 24000120.|9.00|55.00|0.00|495.00|495.00|||
AM_PROINVEST|24000119|OUFKIR SAID|Detecteur de mouvement apparent 360°||PS08|Maintenance caméra + éléctricité ECOLE Basé sur Demande d&#039;achat 24000120.|2.00|95.00|0.00|190.00|190.00|||
AM_PROINVEST|24000120|STE AUDACE AUTO|Reparation|:Batterie 275/175/190 640a 70ah|PS08|Salah Essaraoui;Matricule:29152-B-7 Basé sur Demande d&#039;achat 24000121.|1.00|1043.91|0.00|1043.91|1043.91|24000103|1.00|
AM_PROINVEST|24000121|ZAGOGECT|Travaux de plomberie|Fourniture et pose de code WC et rallonge|PS08|Basé sur Demande d&#039;achat 24000119.|1.00|168.00|0.00|168.00|168.00|||
AM_PROINVEST|24000121|ZAGOGECT|Poignée SDB||PS08|Basé sur Demande d&#039;achat 24000119.|3.00|264.00|0.00|792.00|792.00|||
AM_PROINVEST|24000121|ZAGOGECT|Travaux de plomberie|Fourniture et pose de PVC diametre 40 y/c racole|PS08|Basé sur Demande d&#039;achat 24000119.|3.00|96.00|0.00|288.00|288.00|||
AM_PROINVEST|24000121|ZAGOGECT|Travaux de plomberie|Fourniture et pose de robinet arco|PS08|Basé sur Demande d&#039;achat 24000119.|1.00|108.00|0.00|108.00|108.00|||
AM_PROINVEST|24000121|ZAGOGECT|Travaux de plomberie|Fourniture et pose de mécanisme|PS08|Basé sur Demande d&#039;achat 24000119.|4.00|336.00|0.00|1344.00|1344.00|||
AM_PROINVEST|24000121|ZAGOGECT|Travaux de plomberie|Fourniture et pose d&#039;abattent|PS08|Basé sur Demande d&#039;achat 24000119.|7.00|228.00|0.00|1596.00|1596.00|||
AM_PROINVEST|24000121|ZAGOGECT|Travaux de plomberie|Fourniture et pose de pompe de relevage|PS08|Basé sur Demande d&#039;achat 24000119.|1.00|4080.00|0.00|4080.00|4080.00|||
AM_PROINVEST|24000121|ZAGOGECT|Travaux de plomberie|Fourniture et pose de spot|PS08|Basé sur Demande d&#039;achat 24000119.|7.00|102.00|0.00|714.00|714.00|||
AM_PROINVEST|24000122|FINASSURE|Assurance RC scolaire||PS08|AVENANT D&#039;EXTENSION DU 27/03/2024 AU 31/08/2024 de 66,06 dhs : FACTURE :73889 Basé sur Demande d&#039;achat 24000122.|1.00|66.06|0.00|66.06|66.06|24000102|1.00|
AM_PROINVEST|24000123|SALAH NAJIB|Prestation de service|||PAIE Mai 2024 NAJIB SALAH Basé sur Demande d&#039;achat 24000124.|1.00|4000.00|0.00|4000.00|4000.00|24000104|1.00|
AM_PROINVEST|24000124|KOURBANI HASSAN|Prestation de service|||PAIE MAI 2024 KOURBANI HASSAN Basé sur Demande d&#039;achat 24000125.|1.00|6395.00|0.00|6395.00|6395.00|24000105|1.00|
AM_PROINVEST|24000125|QILACH HOUCINE|Prestation de service|||PAIE MAI 2024 QILACH HOUCINE Basé sur Demande d&#039;achat 24000126.|1.00|7500.00|0.00|7500.00|7500.00|24000106|1.00|
AM_PROINVEST|24000126|ABOUSAID OTHMANE|Prestation de service||PS08|PAIE MAI 2024ABOUSAID OTHMANE Basé sur Demande d&#039;achat 24000127.|1.00|2100.00|0.00|2100.00|2100.00|24000107|1.00|
AM_PROINVEST|24000127|ATTAR OMAR|Prestation de service|||PAIE MAI 2024 ATTAR OMAR Basé sur Demande d&#039;achat 24000128.|1.00|5000.00|0.00|5000.00|5000.00|24000108|1.00|
AM_PROINVEST|24000128|TRAITEMENT HYGIENE|Prestation de service|Dératisation|PS08|Basé sur Demande d&#039;achat 24000123.|1.00|5556.00|0.00|5556.00|5556.00|||
AM_PROINVEST|24000129|EL HAMRI LARBI|Prestation de service||PS08|PAIE MAI 2024 LHAMRI LARBI Basé sur Demande d&#039;achat 24000129.|1.00|3300.00|0.00|3300.00|3300.00|24000109|1.00|
AM_PROINVEST|24000130|AUTO-ENTREPRENEUR SBIRY FATIMA|Prestation de service|||PAIE MME SBIRY MAI 2024 Basé sur Demande d&#039;achat 24000130.|1.00|17000.00|0.00|17000.00|17000.00|24000112|1.00|
AM_PROINVEST|24000130|AUTO-ENTREPRENEUR SBIRY FATIMA|Prestation de service|||PAIE MME SBIRY MAI 2024 Basé sur Demande d&#039;achat 24000130.|1.00|17000.00|0.00|17000.00|17000.00|24000110|1.00|
CASA_COLIVING|24000012|MAROC TELECOM|Abonnement internet &amp; téléphone|||consomation decembre 2023 Basé sur Demande d&#039;achat 24000015.|1.00|169.00|0.00|169.00|169.00|||
CASA_COLIVING|24000013|NACIRECK PLUS|Femme de ménage|decembre 2023||BDV WE LIVE Basé sur Demande d&#039;achat 24000019.|1.00|3000.00|0.00|3000.00|3000.00|23000119|1.00|
CASA_COLIVING|24000013|NACIRECK PLUS|Femme de ménage|novembre 2023||BDV WE LIVE Basé sur Demande d&#039;achat 24000019.|1.00|3000.00|0.00|3000.00|3000.00|23000120|1.00|
CASA_COLIVING|24000014|NACIRECK PLUS|Femme de ménage|||BDV WE LIVE ANNEE 2024 Basé sur Demande d&#039;achat 24000020.|12.00|3000.00|0.00|36000.00|36000.00|24000059|1.00|
CASA_COLIVING|24000014|NACIRECK PLUS|Femme de ménage|||BDV WE LIVE ANNEE 2024 Basé sur Demande d&#039;achat 24000020.|12.00|3000.00|0.00|36000.00|36000.00|24000015|1.00|
CASA_COLIVING|24000014|NACIRECK PLUS|Femme de ménage|||BDV WE LIVE ANNEE 2024 Basé sur Demande d&#039;achat 24000020.|12.00|3000.00|0.00|36000.00|36000.00|24000037|1.00|
CASA_COLIVING|24000014|NACIRECK PLUS|Femme de ménage|||BDV WE LIVE ANNEE 2024 Basé sur Demande d&#039;achat 24000020.|12.00|3000.00|0.00|36000.00|36000.00|24000043|1.00|
CASA_COLIVING|24000016|INFO COPIE|Impression|des supports commerciaux||Basé sur Demande d&#039;achat 24000021.|658.00|1.66|0.00|1096.67|1096.67|24000009|658.00|
CASA_COLIVING|24000016|INFO COPIE|Spiral|métalique||Basé sur Demande d&#039;achat 24000021.|14.00|10.83|0.00|151.67|151.67|24000009|14.00|
CASA_COLIVING|24000021|FINASSURE|ASSURANCE TRC|||AVENANT DE PROROGATION ASSURANCE  TRC CASA COLIVING DU 01/01/2024  AU 31/01/2024 Basé sur Demande d&#039;achat 24000032.|1.00|2141.59|0.00|2141.59|2141.59|24000010|1.00|
CASA_COLIVING|24000022|ESPACE BADR|Ameublement APPT Temoin|Lave vaisselle bosch SMS 4HMB60T en noir verre trompé||APPART TEMOIN WE LIVE MP:A LA LIVRAISON Basé sur Demande d&#039;achat 24000022.|1.00|6250.00|0.00|6250.00|6250.00|24000020|1.00|
CASA_COLIVING|24000022|ESPACE BADR|Ameublement APPT Temoin|Refrigirateur bosch KGN56LB31U en noir verre trompé||APPART TEMOIN WE LIVE MP:A LA LIVRAISON Basé sur Demande d&#039;achat 24000022.|1.00|10500.00|9.99|10500.00|9450.68|24000020|1.00|
CASA_COLIVING|24000027|FINASSURE|ASSURANCE TRC|||AVENANT N 1 C DE PROROGATION DU 01/02/2024 AU 29/02/2024 Basé sur Demande d&#039;achat 24000038.|1.00|1981.50|0.00|1981.50|1981.50|24000017|1.00|
CASA_COLIVING|24000028|MAPLE déco|Prestation de service|:deplacement des portes en verre nettoyage local existant des portes/pose tissu et pieds du||Basé sur Demande d&#039;achat 24000039.|1.00|1400.00|0.00|1400.00|1400.00|23000128|1.00|
CASA_COLIVING|24000030|FINASSURE|ASSURANCE CARTE VERTE|||CARTE VERTE  DU 21/02/2024 AU 31/12/2024  de 500.00 DHS Basé sur Demande d&#039;achat 24000041.|1.00|500.00|0.00|500.00|500.00|24000021|1.00|
CASA_COLIVING|24000031|Cabinet chardy - Patentmark|Honoraires de service|Dépot de la marque WE LIVE||Basé sur Demande d&#039;achat 24000044.|1.00|6900.00|0.00|6900.00|6900.00|23000126|1.00|
CASA_COLIVING|24000032|FINASSURE|ASSURANCE AUTO|||ASSURANCE AUTO FLOTTE MARQUE LAND ROVER WW318259   du  16/02/2024  au  31/12/2024 de  20103,64  DHS. Basé sur Demande d&#039;achat 24000045.|1.00|20103.64|0.00|20103.64|20103.64|24000023|1.00|
CASA_COLIVING|24000033|FINASSURE|ASSURANCE TRC|||ASSURANCE T R C   CASA CO-LIVING  GEO    DU  12/02/2024   AU  12/04/2025  de  120 449,20  dhs Basé sur Demande d&#039;achat 24000046.|1.00|120449.20|0.00|120449.20|120449.20|24000034|1.00|
CASA_COLIVING|24000034|GEEB SERVICES|bon d&#039;achat|||Basé sur Demande d&#039;achat 24000047.|100.00|103.00|0.00|10300.00|10300.00|24000031|100.00|
CASA_COLIVING|24000035|Cabinet chardy - Patentmark|Honoraires de service|depot d&#039;une marque dans une classe + par classe supplémentaire||50% Avance Basé sur Demande d&#039;achat 24000048.|1.00|6334.17|16.66|6334.17|5278.47|24000044|1.00|
CASA_COLIVING|24000038|MARAB TRADING|DON|||Basé sur Demande d&#039;achat 24000049.|75.00|325.00|0.00|24375.00|24375.00|24000033|75.00|
CASA_COLIVING|24000038|MARAB TRADING|DON|||Basé sur Demande d&#039;achat 24000049.|50.00|250.00|0.00|12500.00|12500.00|24000033|50.00|
CASA_COLIVING|24000039|STUDIO NUMERIQUE MAROC|Affichage|Diffusion spot publicitaire match Marox VS Angola||Basé sur Demande d&#039;achat 24000051.|3.00|36000.00|0.00|108000.00|108000.00|24000042|3.00|
CASA_COLIVING|24000040|MONAGO SERVICES|Elaboration d&#039;un planning éditorial|creation de 4 posts par semaine soit 16 posts par mois + creation de stories au besoin||Régule Basé sur Demande d&#039;achat 24000050.|1.00|5300.00|0.00|5300.00|5300.00|24000036|1.00|
CASA_COLIVING|24000041|ALVABAT|Caisson en backlight|4m X 1m eclairages en Led avec pose||Basé sur Demande d&#039;achat 24000053.|4.00|10000.00|0.00|40000.00|40000.00|24000050|2.00|
CASA_COLIVING|24000042|MAPLE déco|Prestation de service|:deplacement des portes en verre nettoyage local existant des portes/pose tissu et pieds du||ANCIEN BDV WE LIVE Basé sur Demande d&#039;achat 24000054.|1.00|2300.00|0.00|2300.00|2300.00|24000048|1.00|
CASA_COLIVING|24000043|ESPACE BADR|Ameublement APPT Temoin|Televiseur SAMSUNG 65cu8000||Appart Temoin.(Televiseur pour MR.Mehdi RIDA). Basé sur Demande d&#039;achat 24000052.|1.00|8083.33|0.00|8083.33|8083.33|24000046|1.00|
CASA_COLIVING|24000043|ESPACE BADR|Ameublement APPT Temoin|Machine a lav samsung ww70ta046||Appart Temoin.(Televiseur pour MR.Mehdi RIDA). Basé sur Demande d&#039;achat 24000052.|1.00|3875.00|0.00|3875.00|3875.00|24000049|1.00|
CASA_COLIVING|24000044|OGICOM|Ameublement bureau de vente|:Chauffe eau 80L ELECTRIQUE BOSH||Basé sur Demande d&#039;achat 24000055.|1.00|1805.00|5.00|1805.00|1714.75|||
CASA_COLIVING|24000047|VISION VOYAGES|VOYAGE AFFAIRE|Mr MfadeL||Basé sur Demande d&#039;achat 24000061.|1.00|41944.00|0.00|41944.00|41944.00|||
CASA_COLIVING|24000049|STE ZAGOGECT|Ameublement bureau de vente|:Chauffe eau 80L ELECTRIQUE BOSH YC LA POSE||Basé sur Demande d&#039;achat 24000060.|1.00|1600.00|0.00|1600.00|1600.00|||
CASA_COLIVING|24000051|NACIRECK PLUS|Femme de ménage|avec produits inclus||ANCIEN BDV Basé sur Demande d&#039;achat 24000063.|1.00|600.00|0.00|600.00|600.00|24000047|1.00|
CASA_COLIVING|24000062|CENTRALE AUTOMOBILE CHERIFIENNE|A4 PI 2.0 163 TDI PREMIUM BA NOIR BRILLANT BRUN OKAPI|||BC DE RESERVATION Basé sur Demande d&#039;achat 24000078.|1.00|342112.50|0.00|342112.50|342112.50|||
CASA_COLIVING|24000062|CENTRALE AUTOMOBILE CHERIFIENNE|Prestation de service|:Frais de mise en service||BC DE RESERVATION Basé sur Demande d&#039;achat 24000078.|1.00|300.00|0.00|300.00|300.00|||
CASA_COLIVING|24000062|CENTRALE AUTOMOBILE CHERIFIENNE|Prestation de service|:Frais d&#039;immatriculation||BC DE RESERVATION Basé sur Demande d&#039;achat 24000078.|1.00|7105.00|0.00|7105.00|7105.00|||
CASA_COLIVING|24000063|KAMAR BENOUNA|Honoraires de service|supervision &amp; controle exercice comptable 2023||NH N°001/03/24/AZKAMAR BENOUNA Basé sur Demande d&#039;achat 24000077.|1.00|20000.00|0.00|20000.00|20000.00|24000062|1.00|
PROBAT_INVEST|23000338|RCI FINANCE MAROC|Leasing||PS10|LEASING 2023/&quot;RENAULT EXPRESS&quot; 30419-T-6/CONTRAT N°BA289830 Basé sur Demande d&#039;achat 23000300.|12.00|4072.16|0.00|48865.92|48865.92|||
PROBAT_INVEST|23000339|RCI FINANCE MAROC|Leasing||PS10|LEASING 2023/&quot;DACIA DUSTER&quot; 14477-T-6 /CONTRAT N°RE334700 Basé sur Demande d&#039;achat 23000301.|12.00|4746.48|0.00|56957.76|56957.76|||
PROBAT_INVEST|23000340|RCI FINANCE MAROC|Leasing||PS10|LEASING 2023/&quot;DACIA LOGAN&quot; 30418-T-6/CONTRAT N°BA289970 Basé sur Demande d&#039;achat 23000302.|12.00|3881.09|0.00|46573.08|46573.08|||
PROBAT_INVEST|23000341|IAM|Abonnement Internet &amp; Télephone||PS08|Decembre 2023 Basé sur Demande d&#039;achat 24000006.|1.00|934.81|0.00|934.81|934.81|24000004|1.00|
PROBAT_INVEST|24000002|TOP AUTO|Reparation|||Réparation DACIA DUSTER 14477-T-06 :SINISTRE DU 19/10/2023 Basé sur Demande d&#039;achat 24000001.|1.00|581.95|0.00|581.95|581.95|24000001|1.00|
